0.424037167981825 edges=14 [] 
0.464915956810149 edges=13 [Project] 
0.70321489853783 edges=10 [Project] 
0.318010383807783 edges=7 [Project] 
0.210089667902279 edges=5 [Project] 
0.210089667902279 edges=5 [Project] 
0.210089667902279 edges=5 [Project] 
0 edges=4 [Project] 
0 edges=4 [Project] 
0 edges=4 [Project] 
0 edges=4 [Project] 
0 edges=4 [Project] 
0 edges=4 [Project] 
