0.47972442761057 edges=5 [] 
0.29648296515136 edges=4 [Project] 
0.479745303760304 edges=3 [Project] 
0 edges=2 [Project] 
0 edges=2 [Project] 
0 edges=2 [Project] 
0 edges=2 [Project] 
0 edges=2 [Project] 
0 edges=2 [Project] 
0 edges=2 [Project] 
0 edges=2 [Project] 
0 edges=2 [Project] 
0 edges=2 [Project] 
